,16S rRNA Count,Biotic Relationships,Body Site,Body Subsite,Cell Arrangement,Cell Shape,Class,Diseases,Domain,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Energy Source,Family,GOLD ID,GenBank Project ID,Gene Count,Genome Name,Genome Size,Genus,IMG Pathwawy Count,IMG Pathway %,IMG Submission ID,Isolation,KEGG %,KEGG Count,KEGG Organism ID,MetaCyc %,MetaCyc Count,Metabolism,Motility,NCBI Taxon ID,Name,Order,Oxygen Requirement,Paralogs %,Paralogs Count,Phenotype,Phylum,Proposal Name,RefSeq Project ID,Salinity,Sequencing Center,Species,Specific Ecosystem,Sporulation,Status,Strain,Taxon Object ID,Taxonomy ID,Temperature Range
,2,Free living,,,,Vibrio-shaped,Deferribacteres,None,bacteria,,,,,Chemoorganotroph,Deferribacteraceae,Gc01249,29431,3067,"Denitrovibrio acetiphilus N2460, DSM 12809",3222077,Denitrovibrio,224,7.3,,Free living,30.22,927,dap,17.25,529,Nitrate reducer,Motile,522772,Denitrovibrio acetiphilus DSM 12809,Deferribacterales,Obligate anaerobe,15.19,466,,Deferribacteres,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),46657,Halophile,"DOE Joint Genome Institute, DSMZ",acetiphilus,,Nonsporulating,Finished,DSM 12809,646564527,646564527,Mesophile
,2,,,,,,Deltaproteobacteria,,bacteria,,,,,,Desulfobulbaceae,,32993,3408,Desulfobulbus propionicus DSM 2032,3851869,Desulfobulbus,214,6.28,,,29.52,1006,dpr,18.72,638,,,577650,Desulfobulbus propionicus DSM 2032,Desulfobacterales,,3.29,112,,Proteobacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),62265,,"DOE Joint Genome Institute, DSMZ",propionicus,,,Finished,DSM 2032,649633036,649633036,
,7,Free living,,,"Pairs, Singles",Rod-shaped,Gammaproteobacteria,"Dysenteria, Food poisoning",bacteria,,,,,Chemoorganotroph,Enterobacteriaceae,Gc00324,13145,4912,Shigella dysenteriae Sd197,4560911,Shigella,390,7.94,,Free living,24.96,1226,sdy,15.59,766,,Motile,300267,Shigella dysenteriae Sd197,Enterobacteriales,Facultative,32.02,1573,Pathogen,Proteobacteria,zzz,58213,,Microbial Genome Center of ChMPH,dysenteriae,,Nonsporulating,Finished,Sd197,640427142,640427142,Mesophile
,5,Free living,Airways,Pharyngeal mucosa,Singles,Rod-shaped,Actinobacteria,"Respiratory infection, Diphtheria",bacteria,,,,,Chemoorganotroph,Corynebacteriaceae,Gc00163,87,2395,Corynebacterium diphtheriae gravis NCTC 13129,2488635,Corynebacterium,256,10.69,,Free living,30.9,740,cdi,20.38,488,,Nonmotile,257309,Corynebacterium diphtheriae NCTC 13129,Actinomycetales,Facultative,6.56,157,Pathogen,Actinobacteria,zzz,57691,,"PHLS, Sanger Institute",diphtheriae,,Nonsporulating,Finished,NCTC 13129,637000082,637000082,Mesophile
,1,Free living,,,,Coccus-shaped,Thermoplasmata,None,archaea,,,,,Heterotroph,Picrophilaceae,Gc00190,10641,1605,Picrophilus torridus DSM 9790,1545895,Picrophilus,223,13.89,,Free living,39.25,630,pto,25.86,415,,,263820,Picrophilus torridus DSM 9790,Thermoplasmatales,Aerobe,7.6,122,Acidophile,Euryarchaeota,zzz,58041,,"GenoMik Competence Network, Georg-August-Univ Goettingen, Goettingen Genomics Laboratory, TU Hamburg-Harburg",torridus,,,Finished,DSM 9790,638154512,638154512,Thermophile
,7,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,"Food poisoning, Gastroenteritis",bacteria,,,,,Heterotroph,Enterobacteriaceae,Gc00210,12950,4276,Yersinia pseudotuberculosis IP 32953,4840898,Yersinia,419,9.8,,Free living,33.02,1412,yps,18.52,792,,Motile,273123,Yersinia pseudotuberculosis IP 32953,Enterobacteriales,Facultative,15.72,672,Pathogen,Proteobacteria,zzz,58157,,"Institut Pasteur, Lawrence Livermore National Lab",pseudotuberculosis,,Nonsporulating,Finished,IP 32953,637000355,637000355,Mesophile
,1,Free living,,,Singles,Oval-shaped,Cyanophyceae,None,bacteria,,,,,Photosynthetic,Synechococcaceae,Gc00679,13551,1901,Prochlorococcus marinus MIT 9211,1688963,Prochlorococcus,237,12.47,,Free living,36.61,696,pmj,24.36,463,,Nonmotile,93059,Prochlorococcus marinus str. MIT 9211,Synechococcales,,5.79,110,Non-Pathogen,Cyanobacteria,zzz,58309,,"J. Craig Venter Institute, MIT",marinus,,,Finished,str. MIT 9211,641228501,641228501,Mesophile
,1,Free living,,,,,Dehalococcoidetes,None,bacteria,,,,,Chemolithotroph,Dehalococcoidaceae,Gc00293,15604,1517,Dehalococcoides sp. CBDB1,1395502,Dehalococcoides,162,10.68,,Free living,33.36,506,deh,20.63,313,Dechlorinates Tetrachloroethene,Motile,255470,Dehalococcoides sp. CBDB1,Dehalococcoidales,Anaerobe,14.3,217,,Chloroflexi,zzz,58413,,"Max Planck Institute, Max-Planck Institute",sp.,,Nonsporulating,Finished,CBDB1,637000090,637000090,Mesophile
,4,Free living,,,,Spiral-shaped,Cytophagia,None,bacteria,,,,,Chemoorganotroph,Cytophagaceae,Gc01186,28817,7130,Spirosoma linguale DSM 74,8491258,Spirosoma,182,2.55,,Free living,15.2,1084,sli,11.16,796,,Nonmotile,504472,Spirosoma linguale DSM 74,Cytophagales,Aerobe,24,1711,,Bacteroidetes,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),43413,,"DOE Joint Genome Institute, DSMZ",linguale,,Nonsporulating,Finished,DSM 74,646311954,646311954,Mesophile
,8,Free living,Gastrointestinal tract,,Singles,Curved-shaped,Gammaproteobacteria,"Diarrhea, Food poisoning, Cholera",bacteria,,,,,Heterotroph,Vibrionaceae,Gc00034,36,3998,"Vibrio cholerae O1 bv El Tor, N16961",4033429,Vibrio,378,9.45,,Free living,30.49,1219,vch,17.03,681,,Motile,243277,Vibrio cholerae O1 biovar El Tor str. N16961,Vibrionales,Facultative,12.43,497,"Pathogen, Polar flagella",Proteobacteria,zzz,57623,,J. Craig Venter Institute,cholerae,,Nonsporulating,Finished,O1 biovar eltor str. N16961,637000333,637000333,Mesophile
,5,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Heterotroph,Pseudomonadaceae,Gc00269,327,6257,Pseudomonas fluorescens Pf-5,7074893,Pseudomonas,462,7.38,,Free living,27.95,1749,pfl,17.47,1093,,Motile,220664,Pseudomonas fluorescens Pf-5,Pseudomonadales,Aerobe,20.06,1255,Non-Pathogen,Proteobacteria,zzz,57937,,"J. Craig Venter Institute, Oregon State Univ",fluorescens,,Nonsporulating,Finished,Pf-5,637000220,637000220,Mesophile
,1,,,,,,Methanococci,,archaea,,,,,,Methanococcaceae,Gi02044,43653,1769,Methanothermococcus okinawensis IH1,1649669,Methanothermococcus,65,3.67,,,31.66,560,mok,20.41,361,,,647113,Methanothermococcus okinawensis IH1,Methanococcales,,7.24,128,,Euryarchaeota,"CSP_787660, Methanoarchaea",51535,,DOE Joint Genome Institute,okinawensis,,,Draft,IH1,648276687,648276687,
,7,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,Gastroenteritis,bacteria,,,,,Heterotroph,Enterobacteriaceae,Gc00776,28745,4342,Yersinia pseudotuberculosis PB1/+,4765431,Yersinia,396,9.12,,Free living,32.34,1404,ypb,18.17,789,,Motile,502801,Yersinia pseudotuberculosis PB1/+,Enterobacteriales,Facultative,16.08,698,Pathogen,Proteobacteria,zzz,59153,,DOE Joint Genome Institute,pseudotuberculosis,,Nonsporulating,Finished,PB1/+,642555171,642555171,Mesophile
,7,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,Gastroenteritis,bacteria,,,,,Heterotroph,Enterobacteriaceae,Gc00739,28743,4298,Yersinia pseudotuberculosis YPIII,4689441,Yersinia,410,9.54,,Free living,31.76,1365,ypy,18.29,786,,Motile,502800,Yersinia pseudotuberculosis YPIII,Enterobacteriales,Facultative,15.19,653,Pathogen,Proteobacteria,zzz,59151,,"DOE Joint Genome Institute, Los Alamos National Lab, Los Alamos National Laboratory",pseudotuberculosis,,Nonsporulating,Finished,YPIII,641522661,641522661,Mesophile
,7,Free living,,,,Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Chemoorganotroph,Ferrimonadaceae,Gc01378,30799,3947,"Ferrimonas balearica PAT, DSM 9799",4279159,Ferrimonas,257,6.51,,Free living,25.84,1020,fbl,16.7,659,Iron reducer,Motile,550540,Ferrimonas balearica DSM 9799,Alteromonadales,Facultative,11.71,462,,Proteobacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),53371,,"DOE Joint Genome Institute, DSMZ",balearica,,Nonsporulating,Finished,DSM 9799,648028026,648028026,Mesophile
,2,Free living,,,Singles,Rod-shaped,Deltaproteobacteria,None,bacteria,,,,,Chemolithotroph,Geobacteraceae,Gc00815,17423,3777,Geobacter lovleyi SZ,3994874,Geobacter,294,7.78,,Free living,26.74,1010,glo,16.02,605,Metal reducer,Motile,398767,Geobacter lovleyi SZ,Desulfuromonadales,Anaerobe,18.32,692,,Proteobacteria,Geobacter SP strain SZ,58713,,DOE Joint Genome Institute,lovleyi,,Nonsporulating,Finished,SZ,642555130,642555130,Mesophile
,2,Free living,,,Singles,Rod-shaped,Deltaproteobacteria,None,bacteria,,,,,Chemolithotroph,Geobacteraceae,Gc00560,15768,4542,Geobacter uraniireducens Rf4,5136364,Geobacter,307,6.76,,Free living,24.59,1117,gur,14.8,672,"Uranium reducer, Iron reducer",Motile,351605,Geobacter uraniireducens Rf4,Desulfuromonadales,Anaerobe,22.02,1000,,Proteobacteria,zzz,58475,,DOE Joint Genome Institute,uraniumreducens,,Nonsporulating,Finished,Rf4,640427115,640427115,Mesophile
,1,Free living,,,Singles,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Phototroph,Bradyrhizobiaceae,Gc00346,15747,4788,Rhodopseudomonas palustris HaA2,5331656,Rhodopseudomonas,389,8.12,,Free living,33.27,1593,rpb,20.09,962,"Carbon dioxide fixation, Pollutant degrader, Nitrogen fixation, Hydrogen production",Motile,316058,Rhodopseudomonas palustris HaA2,Rhizobiales,Facultative,16.88,808,,Proteobacteria,zzz,58439,,DOE Joint Genome Institute,palustris,,,Finished,HaA2,637000240,637000240,Mesophile
,4,,,,,,Bacteroidia,,bacteria,,,,,,Porphyromonadaceae,,43469,3746,Odoribacter splanchnicus DSM 20712,4392288,Odoribacter,108,2.88,,,18.5,693,osp,13.03,488,,,709991,Odoribacter splanchnicus DSM 20712,Bacteroidales,,4.46,167,,Bacteroidetes,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),63397,,"DOE Joint Genome Institute, DSMZ",splanchnicus,,,Finished,DSM 20712,649633078,649633078,
,1,Free living,,,,Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Chemolithoautotroph,Ectothiorhodospiraceae,Gc01217,30759,2942,Thioalkalivibrio sp. K90mix,2985056,Thioalkalivibrio,209,7.1,,Free living,28.42,836,tkm,18.39,541,Sulfur oxidizer,Motile,396595,Thioalkalivibrio sp. K90mix,Chromatiales,Facultative,9.08,267,Alkalophile,Proteobacteria,CSP_777389,46181,Halotolerant,DOE Joint Genome Institute,sp.,,Nonsporulating,Finished,K90mix,646564584,646564584,Mesophile
,5,Free living,,,,Rod-shaped,Gammaproteobacteria,None,bacteria,,,,,Heterotroph,Hahellaceae,Gc00332,16064,6875,Hahella chejuensis KCTC 2396,7215267,Hahella,386,5.61,,Free living,21.5,1478,hch,12.51,860,,Motile,349521,Hahella chejuensis KCTC 2396,Oceanospirillales,Aerobe,14.33,985,,Proteobacteria,zzz,58483,Halophile,KRIBB,chejuensis,,,Finished,KCTC 2396,637000128,637000128,Mesophile
,1,Free living,,,Clusters,Coccus-shaped,Thermoprotei,None,archaea,,,,,Heterotroph,Desulfurococcaceae,Gc01350,33683,1716,"Staphylothermus hellenicus P8, DSM 12710",1580347,Staphylothermus,80,4.66,,Free living,25.17,432,shc,14.39,247,,Nonmotile,591019,Staphylothermus hellenicus DSM 12710,Desulfurococcales,Anaerobe,5.71,98,,Crenarchaeota,Comparative genomics of the Archaea,45893,,DOE Joint Genome Institute,hellenicus,,Nonsporulating,Finished,DSM 12710,646564573,646564573,Hyperthermophile
,7,Free living,,,"Singles, Pairs",Rod-shaped,Gammaproteobacteria,"Food poisoning, Typhoid fever, Salmonellosis",bacteria,,,,,Chemoorganotroph,Enterobacteriaceae,Gc00066,236,5165,Salmonella enterica enterica sv Typhi CT18,5133713,Salmonella,497,9.62,,Free living,28.23,1458,sty,17.48,903,,Motile,220341,Salmonella enterica subsp. enterica serovar Typhi str. CT18,Enterobacteriales,Facultative,17.62,910,Pathogen,Proteobacteria,zzz,57793,,"Imperial College, Sanger Institute",enterica,,Nonsporulating,Finished,subsp. enterica serovar Typhi str. CT18,637000254,637000254,Mesophile
,7,Free living,,,"Pairs, Singles",Rod-shaped,Clostridia,None,bacteria,,,,,Chemoorganotroph,Clostridiaceae,Gc00928,33271,3604,Clostridium kluyveri NBRC 12016,3955303,Clostridium,133,3.69,,Free living,25.89,933,ckr,14.84,535,,Motile,583346,Clostridium kluyveri NBRC 12016,Clostridiales,Anaerobe,21.37,770,,Firmicutes,zzz,59369,,RITE,kluyveri,,Sporulating,Finished,NBRC 12016,643348529,643348529,Mesophile
,2,Free living,,,,Rod-shaped,Betaproteobacteria,None,bacteria,,,,,Methylotroph,Methylophilaceae,Gc01055,33319,2400,Methylotenera mobilis JLW8,2547570,Methylotenera,227,9.46,,Free living,34.46,827,mmb,21.88,525,,Motile,583345,Methylotenera mobilis JLW8,Methylophilales,Aerobe,8.71,209,,Proteobacteria,CSP_300136_795817,59373,,DOE Joint Genome Institute,mobilis,,Nonsporulating,Finished,JLW8,644736388,644736388,Mesophile
,2,,,,,,Betaproteobacteria,,bacteria,,,,,,Methylophilaceae,,52541,2765,Methylovorus sp. MP688,2862391,Methylovorus,209,7.56,,,31.61,874,mep,19.6,542,,,887061,Methylovorus sp. MP688,Methylophilales,,1.7,47,,Proteobacteria,zzz,60723,,Beijing Genomics Institute,sp.,,,Finished,MP688,649633068,649633068,
,6,Free living,,,"Chains, Singles",Rod-shaped,Bacilli,None,bacteria,,,,,Chemoorganotroph,Listeriaceae,Gc00418,13443,2913,"Listeria welshimeri sv 6b, SLCC5334",2814130,Listeria,310,10.64,,Free living,32.61,950,lwe,18.37,535,,Motile,386043,Listeria welshimeri serovar 6b str. SLCC5334,Bacillales,Facultative,16.62,484,Non-Pathogen,Firmicutes,zzz,61605,,"Univ of Giessen, Univ of Wuerzburg",welshimeri,,Nonsporulating,Finished,serovar 6b str. SLCC5334,639633035,639633035,Mesophile
,3,Free living,,,Filaments,Filament-shaped,Chloroflexi,None,bacteria,,,,,"Phototroph, Photosynthetic",Chloroflexaceae,Gc00703,59,3914,Chloroflexus aurantiacus J-10-fl,5258541,Chloroflexus,324,8.28,,Free living,27.62,1081,cau,17.86,699,Carbon dioxide fixation,Motile,324602,Chloroflexus aurantiacus J-10-fl,Chloroflexales,Anaerobe,13,509,Green non-sulfur,Chloroflexi,zzz,57657,,"DOE Joint Genome Institute, Univ of Puget Sound",aurantiacus,,,Finished,J-10-fl,641228485,641228485,Thermophile
,2,Free living,,,"Chains, Singles",Rod-shaped,Chlorobia,None,bacteria,,,,,Photosynthetic,Chlorobiaceae,Gc00816,12608,2611,Chlorobium phaeobacteroides BS1,2736403,Chlorobium,256,9.8,,Free living,28.95,756,cpb,20.11,525,Nitrogen fixation,Nonmotile,331678,Chlorobium phaeobacteroides BS1,Chlorobiales,Facultative,12.49,326,Green sulfur,Chlorobi,zzz,58131,,DOE Joint Genome Institute,phaeobacteroides,,Nonsporulating,Finished,BS1,642555122,642555122,Mesophile
,9,Free living,,,"Chains, Pairs, Singles",Rod-shaped,Clostridia,Botulism,bacteria,,,,,Chemoorganotroph,Clostridiaceae,Gc01001,29077,4206,Clostridium botulinum Ba4 657,4257769,Clostridium,54,1.28,,Free living,21.33,897,cbi,11.79,496,,Motile,515621,Clostridium botulinum Ba4 str. 657,Clostridiales,Obligate aerobe,21.11,888,Pathogen,Firmicutes,zzz,59173,,"DOE Joint Genome Institute, Los Alamos National Lab, Los Alamos National Laboratory",botulinum,,Sporulating,Finished,Ba4 str. 657,643692017,643692017,Mesophile
,4,Symbiotic,,,Singles,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Diazotroph,Acetobacteraceae,Gc00869,21071,3633,"Gluconacetobacter diazotrophicus PAl 5, DSM 5601",3914947,Gluconacetobacter,234,6.44,,Symbiotic,30.36,1103,gdj,19.46,707,Nitrogen fixation,Motile,272568,Gluconacetobacter diazotrophicus PAl 5,Rhodospirillales,Aerobe,19.46,707,Acetic-acid,Proteobacteria,zzz,59075,,DOE Joint Genome Institute,diazotrophicus,,Nonsporulating,Finished,PAl 5,643348555,643348555,Mesophile
,3,Free living,,,Singles,Pleomorphic-shaped,Halobacteria,None,archaea,,,,,Chemoorganotroph,Haloarculaceae,Gc00231,105,4387,Haloarcula marismortui ATCC 43049,4274642,Haloarcula,308,7.02,,Free living,23.09,1013,hma,15.07,661,,Motile,272569,Haloarcula marismortui ATCC 43049,Halobacteriales,Aerobe,22.86,1003,Proteolytic,Euryarchaeota,zzz,57719,Halophile,Institute for Systems Biology,marismortui,,Nonsporulating,Finished,ATCC 43049,638154503,638154503,Mesophile
,2,,,,,,Epsilonproteobacteria,,bacteria,,,,,,unclassified,,46883,2173,Nitratifractor salsuginis DSM 16511,2101285,Nitratifractor,81,3.73,,,31.06,675,nsa,21.54,468,,,749222,Nitratifractor salsuginis DSM 16511,unclassified,,1.84,40,,Proteobacteria,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),62183,,"DOE Joint Genome Institute, DSMZ",salsuginis,,,Finished,DSM 16511,649633076,649633076,
,11,Free living,,,"Pairs, Singles",Rod-shaped,Clostridia,None,bacteria,,,,,Chemoorganotroph,Clostridiaceae,Gc00060,77,4022,Clostridium acetobutylicum ATCC 824,4132880,Clostridium,321,7.98,,Free living,25.36,1020,cac,14.52,584,,Motile,272562,Clostridium acetobutylicum ATCC 824,Clostridiales,Obligate anaerobe,18.22,733,,Firmicutes,zzz,57677,,Genome Therapeutics,acetobutylicum,,Sporulating,Finished,ATCC 824,637000076,637000076,Mesophile
,11,Free living,,,"Chains, Pairs, Singles",Rod-shaped,Clostridia,"Colitis, Diarrhea, Peritonitis",bacteria,,,,,Chemoorganotroph,Clostridiaceae,Gc00420,78,3983,Clostridium difficile 630 (epidemic type X),4298133,Clostridium,259,6.5,,Free living,25.81,1028,cdf,14.44,575,,Motile,272563,Clostridium difficile 630,Clostridiales,Obligate anaerobe,26.76,1066,"MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), Pathogen, MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant), MDR (Multi-drug resistant)",Firmicutes,zzz,57679,,Sanger Institute,difficile,,Sporulating,Finished,630,640069308,640069308,Mesophile
,2,Free living,,,Singles,Rod-shaped,Alphaproteobacteria,None,bacteria,,,,,Photolithoautotroph,Bradyrhizobiaceae,Gc00824,20167,5377,Rhodopseudomonas palustris TIE-1,5744041,Rhodopseudomonas,376,6.99,,Free living,30.61,1646,rpt,18.69,1005,Iron oxidizer,Motile,395960,Rhodopseudomonas palustris TIE-1,Rhizobiales,Facultative,18.26,982,,Proteobacteria,CSP_777079,58995,,DOE Joint Genome Institute,palustris,,,Finished,TIE-1,642555153,642555153,Mesophile
,3,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,Legionellosis,bacteria,,,,,Chemoorganotroph,Legionellaceae,Gc00219,22,3003,Legionella pneumophila pneumophila Philadelphia-1,3397754,Legionella,275,9.16,,Free living,28.04,842,lpn,19.18,576,,Motile,272624,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Legionellales,Aerobe,11.42,343,Pathogen,Proteobacteria,zzz,57609,,Columbia Univ,pneumophila,,Nonsporulating,Finished,subsp. pneumophila str. Philadelphia 1,637000148,637000148,Mesophile
,2,Free living,,,,,Methanobacteria,None,archaea,,,,,"Lithotroph, Lithoautotroph, Autotroph",Methanobacteriaceae,Gc01359,40103,1806,Methanothermobacter marburgensis Marburg DSM 2133,1639135,Methanothermobacter,178,9.86,,Free living,31.67,572,mmg,20.76,375,Methanogen,Nonmotile,79929,Methanothermobacter marburgensis str. Marburg,Methanobacteriales,Obligate anaerobe,10.08,182,,Euryarchaeota,zzz,51637,,Georg-August-University Goettingen|Goettingen Genomics Laboratory,marburgensis,,Nonsporulating,Finished,str. Marburg,648028041,648028041,Thermophile
,6,,,,,,Clostridia,,bacteria,,,,,,Clostridiaceae,,28575,2688,Clostridium sticklandii DSM 519,2715461,Clostridium,81,3.01,,,31.03,834,cst,18.04,485,,,499177,Clostridium sticklandii DSM 519,Clostridiales,,1.08,29,,Firmicutes,zzz,59585,,Genoscope,sticklandii,,,Finished,DSM 519,649633033,649633033,
,2,Free living,,,,Rod-shaped,Betaproteobacteria,None,bacteria,,,,,Heterotroph,Oxalobacteraceae,Gc00526,13467,3399,Herminiimonas arsenicoxydans ULPAs1,3424307,Herminiimonas,283,8.33,,Free living,30.57,1039,har,19.48,662,,Motile,204773,Herminiimonas arsenicoxydans,Burkholderiales,Anaerobe,11.8,401,"Arsenic metabolizer, Detoxification, Non-Pathogen",Proteobacteria,zzz,58291,,Genoscope,arsenicoxydans,,,Finished,,640069313,640069313,Mesophile
,1,Free living,Skin,,Singles,Rod-shaped,Actinobacteria,Buruli ulcer,bacteria,,,,,Chemoorganotroph,Mycobacteriaceae,Gc00469,16230,4306,Mycobacterium ulcerans Agy99,5805761,Mycobacterium,317,7.36,,Free living,25.1,1081,mul,18.18,783,,Nonmotile,362242,Mycobacterium ulcerans Agy99,Actinomycetales,Aerobe,22.27,959,"Pathogen, Antibiotic resistant",Actinobacteria,zzz,62939,,Institut Pasteur,ulcerans,,Nonsporulating,Finished,Agy99,642555140,642555140,Mesophile
,11,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,Vibriosis,bacteria,,,,,Heterotroph,Vibrionaceae,Gc00637,19857,6252,"Vibrio harveyi BB120, ATCC BAA-1116",6058377,Vibrio,405,6.48,,Free living,21.93,1371,vha,12.86,804,,Motile,338187,Vibrio harveyi ATCC BAA-1116,Vibrionales,Facultative,24.3,1519,"Bioluminescent, Pathogen",Proteobacteria,zzz,58957,,"Princeton Univ, Washington Univ",harveyi,,Nonsporulating,Finished,ATCC BAA-1116,640753058,640753058,Mesophile
,10,Free living,,,"Pairs, Singles",Rod-shaped,Clostridia,None,bacteria,,,,,Chemoorganotroph,Clostridiaceae,Gc00464,16820,2485,Clostridium novyi NT,2547720,Clostridium,228,9.18,,Free living,29.26,727,cno,17.42,433,,Motile,386415,Clostridium novyi NT,Clostridiales,Anaerobe,13.6,338,Non-Pathogen,Firmicutes,zzz,58643,,"Howard Hughes Medical Institute, Johns Hopkins Kimmel Comprehensive Cancer Center",novyi,,Sporulating,Finished,NT,639633021,639633021,Mesophile
,1,,,,,,Clostridia,,bacteria,,,,,,Lachnospiraceae,Gi06636,41511,4473,Cellulosilyticum lentocellum DSM 5427,4694640,Cellulosilyticum,115,2.57,,,21.51,962,cle,12.5,559,,,642492,Clostridium lentocellum DSM 5427,Clostridiales,,20.14,901,,Firmicutes,zzz,49117,,DOE Joint Genome Institute,lentocellum,,,Draft,DSM 5427,647000229,647000229,
,3,Free living,,,Singles,Rod-shaped,Gammaproteobacteria,"Legionellosis, Pneumonia",bacteria,,,,,Chemoorganotroph,Legionellaceae,Gc00225,13127,3280,Legionella pneumophila Paris,3635495,Legionella,276,8.41,,Free living,26.01,853,lpp,17.65,579,,Motile,297246,Legionella pneumophila str. Paris,Legionellales,Aerobe,13.11,430,Pathogen,Proteobacteria,zzz,58211,,Institut Pasteur,pneumophila,,Nonsporulating,Finished,str. Paris,637000147,637000147,Mesophile
